ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,gs_description,results_path
GSE10325_BCELL_VS_MYELOID_DN,GSE10325_BCELL_VS_MYELOID_DN,69,-0.834460025463435,-2.5858149152847,1e-10,6.63521126760563e-09,5.06152705707932e-09,315,tags=84%, list=14%, signal=75%,MYD88/THEMIS2/BID/CD300A/ADA2/HSBP1/PRKCD/CDA/CTSB/LILRB3/TGFBI/DUSP1/PAK1/AOAH/LMO2/CASP1/SLC11A1/ALDH2/SLC7A7/CLEC7A/TNFRSF1B/PTPRE/CEBPB/DUSP6/PLBD1/RAB32/TBXAS1/MYO1F/FPR1/CD302/PILRA/BLVRB/FCGRT/ANXA5/NCF2/CFP/LILRB2/IGSF6/RNF130/FOS/SRGN/CPVL/LGALS3/LGALS2/FGL2/CSTA/TNFAIP2/TKT/MS4A6A/CFD/COTL1/SAT1/S100A4/CEBPD/LST1/AIF1/SERPINA1/PSAP,Genes down-regulated in comparison of healthy B cells versus healthy myeloid cells.,C7/IMMUNESIGDB
GSE10325_CD4_TCELL_VS_BCELL_DN,GSE10325_CD4_TCELL_VS_BCELL_DN,47,-0.83532610888078,-2.41657477099434,1e-10,6.63521126760563e-09,5.06152705707932e-09,337,tags=85%, list=15%, signal=74%,PLAC8/SCPEP1/SKAP2/LYL1/PLCG2/CIITA/PRKCB/BTK/RNASE6/SWAP70/SNX3/STX7/MTSS1/LMO2/NCF1C/LAT2/YBX3/SLC7A7/SYNGR2/IFNGR2/MARCKS/ALOX5/LTA4H/HLA-DMB/LY86/CD79B/PTPN6/SYK/MEF2C/HLA-DMA/LYN/CYBB/HLA-DQB1/CD79A/MS4A1/HLA-DQA1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRA,Genes down-regulated in comparison of healthy CD4 [GeneID=920] T cells versus healthy CD19 [GeneID=920] B cells. ,C7/IMMUNESIGDB
GSE10325_CD4_TCELL_VS_BCELL_UP,GSE10325_CD4_TCELL_VS_BCELL_UP,99,0.677165723906959,2.72823478111757,1e-10,6.63521126760563e-09,5.06152705707932e-09,393,tags=71%, list=17%, signal=61%,LDHB/LEF1/NOSIP/CD3G/LCK/TRAT1/AQP3/CD6/PIK3IP1/MAL/RGCC/LEPROTL1/IFITM1/LDLRAP1/RCAN3/GIMAP5/ITK/FLT3LG/CD2/FYB1/SKAP1/ITM2A/TMEM123/CD28/GIMAP4/MGAT4A/PRMT2/CYLD/ZAP70/AAK1/ATP1A1/SIRPG/ITGA6/ARL4C/PRKCH/SEMA4D/PRDX2/BCL11B/GSTK1/PIM1/PLCG1/CD247/PDE3B/FYN/RASGRP1/SERINC5/FAM102A/RORA/TNFRSF25/CISH/GATA3/TRBC1/FKBP5/IPCEF1/OPTN/MLLT3/BEX3/TNIK/PRKCA/ITPKB/PIK3R1/TXK/TOB1/ATP6V0E2/URI1/DYRK2/STAT5B/PRKACB/RGS10/SFI1,Genes up-regulated in comparison of healthy CD4 [GeneID=920] T cells versus healthy CD19 [GeneID=920] B cells. ,C7/IMMUNESIGDB
GSE10325_CD4_TCELL_VS_MYELOID_DN,GSE10325_CD4_TCELL_VS_MYELOID_DN,63,-0.83286227938647,-2.55358081671682,1e-10,6.63521126760563e-09,5.06152705707932e-09,332,tags=87%, list=14%, signal=77%,SCPEP1/NOTCH2/SH3BP2/NCOA4/MYD88/NCF4/THEMIS2/SKAP2/LYL1/PLCG2/HSBP1/BTK/RNASE6/PRKCD/LILRB3/STX7/NAGK/LMO2/NCF1C/LYST/LAT2/SLC11A1/SNX10/YBX3/ALDH2/SLC7A7/CLEC7A/CEBPB/IFNGR2/MARCKS/ALOX5/LTA4H/HLA-DMB/RAB32/LY86/LRP1/PLEKHO1/RAB31/CTSH/SYK/MEF2C/APLP2/HCK/PLEK/HLA-DMA/LYN/FGL2/FGR/CYBB/IFI30/SAT1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1,Genes down-regulated in comparison of healthy CD4 [GeneID=920] T cells versus healthy myeloid cells.,C7/IMMUNESIGDB
GSE10325_CD4_TCELL_VS_MYELOID_UP,GSE10325_CD4_TCELL_VS_MYELOID_UP,105,0.807521022134918,3.30566836271654,1e-10,6.63521126760563e-09,5.06152705707932e-09,428,tags=85%, list=19%, signal=72%,TCF7/LDHB/LEF1/NOSIP/CD3D/IL32/CD3G/LCK/TRAT1/AQP3/INPP4B/CD6/SPOCK2/PIK3IP1/MAL/EVL/RGCC/LEPROTL1/LDLRAP1/DGKA/GIMAP5/ITK/FLT3LG/TESPA1/CD2/DENND2D/PBXIP1/SKAP1/ITM2A/CD28/MGAT4A/SATB1/HSPA8/S1PR1/CYLD/ZAP70/MYC/TMEM204/TRAC/ARHGAP15/CD96/SIRPG/NCK2/ITGA6/ARL4C/PRKCH/BCL11B/PIM1/SOD1/CLEC2D/PLCG1/CD247/FAM102A/RORA/TNFRSF25/CISH/GATA3/SLC2A4RG/BCL2/DNAJB1/ST13/KIF2A/OPTN/MLLT3/TMEM63A/NUCB2/TNIK/PRKCA/ITPKB/SFXN1/PIK3R1/SYNE2/TXK/ZBTB25/ATP6V0E2/TPR/HIVEP2/DYRK2/ASF1A/ESYT1/HMOX2/RSL1D1/SRSF8/SFI1/CCNG1/MRFAP1L1/LTBP3/STAT4/UXS1,Genes up-regulated in comparison of healthy CD4 [GeneID=920] T cells versus healthy myeloid cells.,C7/IMMUNESIGDB
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN,GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN,72,-0.834368467742926,-2.59461051447334,1e-10,6.63521126760563e-09,5.06152705707932e-09,238,tags=88%, list=10%, signal=81%,DOK2/GLUL/SDCBP/IFNGR1/CAP1/NCOA4/CTSD/ARRB2/HSBP1/ATP6V1B2/RHOG/CTSB/LILRB3/TGFBI/SLC11A1/ACTB/LILRB1/ALDH2/SLC7A7/CLEC7A/TNFRSF1B/PTPRE/CEBPB/DUSP6/PECAM1/RAB32/CD36/TBXAS1/MYO1F/LRP1/TIMP1/RAB31/RAC1/PILRA/BLVRB/FCGRT/CSF3R/APLP2/NCF2/TALDO1/CFP/LILRB2/IGSF6/RNF130/LGALS3/TSPO/FGL2/TNFAIP2/EFHD2/CFD/S100A11/SAT1/S100A4/VCAN/LST1/S100A6/AIF1/SERPINA1/FTL/PSAP/FCER1G/TYROBP/CST3,Genes down-regulated in comparison of systemic lupus erythematosus B cells versus systemic lupus erythromatosus myeloid cells.,C7/IMMUNESIGDB
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN,GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN,50,-0.844290783653523,-2.48477363047976,1e-10,6.63521126760563e-09,5.06152705707932e-09,279,tags=80%, list=12%, signal=72%,PLCG2/GRB2/BTK/RNASE6/PRKCD/SWAP70/SNX3/STX7/NCF1C/LAT2/LILRB1/YBX3/SLC7A7/MARCKS/ALOX5/HLA-DMB/LY86/CD37/CD79B/RAB31/CTSH/SYK/MEF2C/LILRB2/HCK/HLA-DMA/LYN/FGR/CYBB/GRN/IFI30/HLA-DQB1/CD79A/MS4A1/HLA-DQA1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRA/CD74,Genes down-regulated in comparison of systemic lupus erythematosus CD4 [GeneID=920] T cells versus systemic lupus erythematosus B cells.,C7/IMMUNESIGDB
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP,GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP,103,0.777859066855531,3.16804883296194,1e-10,6.63521126760563e-09,5.06152705707932e-09,357,tags=74%, list=16%, signal=65%,IL7R/TCF7/CD3E/LDHB/LEF1/NOSIP/CD3D/IL32/CAMK4/CD3G/LCK/TRAT1/INPP4B/CD6/SPOCK2/PIK3IP1/MAL/LEPROTL1/CD5/LDLRAP1/DGKA/GIMAP5/ITK/TESPA1/CD2/FYB1/IL6ST/PBXIP1/SKAP1/ITM2A/CD28/GIMAP4/CDC25B/MGAT4A/CYLD/ZAP70/TRAC/ATP1A1/SIRPG/ITGA6/ARL4C/PRKCH/SEMA4D/BCL11B/GSTK1/PIM1/SOD1/EPHX2/PLCG1/CD247/FYN/SERINC5/FAM102A/TNFRSF25/MCUB/CISH/GATA3/TRBC1/DNAJB1/ACTN1/IPCEF1/RETREG1/LCP2/OPTN/MLLT3/BEX3/TNIK/PRKCA/ITPKB/PIK3R1/TXK/ZBTB25/ATP6V0E2/SIGIRR/NMRK1/HIVEP2,Genes up-regulated in comparison of systemic lupus erythematosus CD4 [GeneID=920] T cells versus systemic lupus erythematosus B cells.,C7/IMMUNESIGDB
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN,GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN,86,-0.859636237500292,-2.72680060452421,1e-10,6.63521126760563e-09,5.06152705707932e-09,286,tags=87%, list=12%, signal=79%,EIF4EBP1/BID/PLCG2/HSBP1/BTK/RNASE6/PRKCD/ATP6V1B2/CTSB/LILRB3/OGFRL1/TGFBI/GCA/NAGK/LMO2/NCF1C/LAT2/SLC11A1/SNX10/LILRB1/ALDH2/SLC7A7/CLEC7A/TIMP2/CEBPB/DUSP6/MARCKS/ASAH1/PECAM1/RAB32/CD36/TBXAS1/FPR1/ATP6V0B/RAB31/PILRA/BLVRB/SYK/FCGRT/GPX1/MEF2C/CSF3R/APLP2/AP1S2/NCF2/CFP/LILRB2/IGSF6/HCK/RNF130/HLA-DMA/LGALS3/LYN/FGL2/CSTA/TNFAIP2/CD14/CYBB/CFD/GRN/IFI30/S100A12/VCAN/CEBPD/LST1/AIF1/SERPINA1/FTL/PSAP/FCER1G/FCN1/TYROBP/S100A9/CD74/CST3,Genes down-regulated in comparison of systemic lupus erythematosus CD4 [GeneID=920] T cells versus systemic lupus erythematosus myeloid cells.,C7/IMMUNESIGDB
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP,GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP,111,0.798268702112553,3.34206016726729,1e-10,6.63521126760563e-09,5.06152705707932e-09,430,tags=84%, list=19%, signal=72%,TCF7/LDHB/LEF1/NOSIP/CD3D/IL32/LTB/CD3G/LCK/AQP3/CD27/CD6/SPOCK2/PIK3IP1/MAL/EVL/LDLRAP1/RPSA/NPM1/GIMAP5/ITK/FLT3LG/ABLIM1/TESPA1/CD2/DENND2D/PBXIP1/RPL10A/SKAP1/ITM2A/CD28/CDC25B/ACAP1/LBH/RHOH/S1PR1/ZAP70/TMEM204/PIM2/TRAC/HINT1/CD96/NCK2/ITGA6/PSIP1/PRKCH/BCL11B/LY9/SOD1/CLEC2D/EPHX2/PLCG1/CD247/FCMR/RASGRP1/FAM102A/SIT1/TNFRSF25/PTPRCAP/CHMP7/GATA3/GCC2/IL16/TRBC1/BCL2/ST13/SNRPD2/RETREG1/MLLT3/PEBP1/BEX3/PRKCA/EIF4A2/FOXO1/SH3YL1/SYNE2/TXK/SLC38A1/ZBTB25/SIGIRR/HIVEP2/DYRK2/HMOX2/STAT5B/PRKACB/IL2RG/SRSF8/RPL35/LTBP3/PDCD4/GOLGA8B/STAT4/RHOF,Genes up-regulated in comparison of systemic lupus erythematosus CD4 [GeneID=920] T cells versus systemic lupus erythematosus myeloid cells.,C7/IMMUNESIGDB
GSE11057_CD4_CENT_MEM_VS_PBMC_DN,GSE11057_CD4_CENT_MEM_VS_PBMC_DN,54,-0.78675046567792,-2.34025495151362,1e-10,6.63521126760563e-09,5.06152705707932e-09,377,tags=81%, list=16%, signal=70%,NADK/RHBDF2/MAN2B1/BACH1/SCPEP1/SH3BP2/MYD88/UNC93B1/ADA2/GRINA/RNASE6/PRKCD/RAB24/LILRB3/SNX2/OGFRL1/CPPED1/CXXC5/ZNF385A/AOAH/NAGK/SLC7A7/HVCN1/PTPRE/CEBPB/DUSP6/IFNGR2/ASAH1/LTA4H/RAB32/FCGRT/APLP2/CFP/IGSF6/STXBP2/SRGN/PLEK/LGALS2/TKT/EFHD2/CTSZ/CFD/GSTP1/SPI1,Genes down-regulated in comparison of central memory T cells versus peripheral blood mononuclear cells (PBMC).,C7/IMMUNESIGDB
