ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,gs_description,results_path
FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN,FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN,69,-0.802453609616943,-2.51867297174249,1e-10,6e-10,2.67942583732057e-10,247,tags=75%, list=11%, signal=69%,GLUL/SDCBP/TPM4/ZYX/CTSD/THEMIS2/ANXA1/FKBP1A/CTSB/CLEC12A/TGFBI/CD63/TIMP2/VIM/PTPRE/CEBPB/GLIPR1/PLBD1/RHOC/CD36/TBXAS1/LRP1/PTPN6/CAPG/FCGRT/ANXA5/IGSF6/NPC2/ANXA2/RNF130/FOS/SH3BGRL3/LGALS3/TSPO/S100A10/ZEB2/FGL2/FGR/CYBB/S100A11/IFI30/S100A4/MNDA/SPI1/LGALS1/S100A6/AIF1/CTSS/FTL/TYROBP/LYZ/CST3,Genes down-regulated in peripheral blood mononuclear cell stimulated vs unstimulated in infants (10w) after exposure to BCG (Danish strain BCG Statens Serum Institut, Denmark) , time point 10W. Comment: PBMCs drawn at 10 weeks following immunization at birth,C7/VAX
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_DN,GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_DN,50,0.739320408906161,2.67404220769209,1e-10,6e-10,2.67942583732057e-10,491,tags=80%, list=21%, signal=64%,C12orf57/RPL3/RPS25/RPS4X/EEF1A1/RPS3/RPS27A/RPL30/RPS18/EEF1B2/RPL5/RPS6/TPT1/RPS5/RPS14/RPS29/RPL35A/RPL4/RPS8/RPL18/RPL22/TOMM7/RPLP0/EIF4B/GPR183/RPS13/EEF2/STMN3/RPL13A/FOXO1/RPL37A/STAT5B/RPS20/EIF3L/FAU/EIF3F/RPL27/GLS/SORL1/FBL,Genes down-regulated in peripheral blood mononuclear cell 3d vs 0d in unknown after exposure to YF-Vax/Stamaril , time point 3D,C7/VAX
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN,GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN,95,0.68601148276363,2.79087852333625,1e-10,6e-10,2.67942583732057e-10,271,tags=55%, list=12%, signal=50%,IL7R/LDHB/C12orf57/RPL3/RPS25/RPS4X/EEF1A1/RPS3/RGCC/RPS27A/RPS15A/RPL30/RPS18/EEF1B2/RPL5/RPS6/RPL14/TPT1/RPL13/RPS5/RPS14/RPS29/RPL9/RPL35A/RPS3A/RPL10A/RPL11/ITM2A/RPL4/RPS23/RPL39/RPS8/RPL18/RPL22/HINT1/TOMM7/RPLP0/PRDX2/EIF4B/GPR183/RPS10/RPS13/EEF2/SNRPN/RPL7A/PABPC1/STMN3/ATM/RPL31/RPL13A/RPLP1/EIF2S3,Genes down-regulated in peripheral blood mononuclear cell 7d vs 0d in unknown after exposure to YF-Vax/Stamaril , time point 7D,C7/VAX
HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_28DY_POSITIVE,HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_28DY_POSITIVE,213,-0.725741818174163,-2.55134979042174,1e-10,6e-10,2.67942583732057e-10,509,tags=64%, list=22%, signal=55%,BNIP3L/MYO9B/EIF4A1/NFKBIA/PICALM/SHKBP1/UBC/TMEM167A/TM9SF2/PTTG1IP/ZBTB7A/SOD2/CYC1/TMEM154/UBE2D1/STX10/NRROS/VMP1/ZFAND5/ATP5F1B/SRSF9/CAT/RNASET2/ATOX1/NADK/RHBDF2/CMTM6/RAB5C/GLUL/SDCBP/IFNGR1/MAN2B1/BACH1/SCPEP1/COX5B/NCOA4/ATP6V1F/MOB1A/MYD88/NCF4/THEMIS2/SKAP2/ANXA1/EIF4EBP1/UBE2J1/REL/MIS18BP1/EVI2B/UNC93B1/PLCG2/HERPUD1/RAB11FIP1/IER2/CIITA/GRINA/BTK/RNASE6/RNASEK/CDA/SWAP70/SNX2/OGFRL1/CLEC12A/FGD2/CXXC5/TGFBI/ZNF385A/C19orf38/ODF3B/SCIMP/NCF1C/LYST/SNX10/LILRB1/YBX3/ALDH2/SERPINB1/TIMP2/VIM/TNFRSF1B/GNG5/PTPRE/CEBPB/DUSP6/IFNGR2/ASAH1/PLBD1/ATP6V0C/ALOX5/HLA-DMB/PGD/TBXAS1/LY86/MYO1F/GNAI2/ATP6V0B/POU2F2/CD302/PILRA/BLVRB/MPEG1/NCF1/SYK/MEF2C/CSF3R/APLP2/NCF2/IGSF6/GAPDH/RNF130/SRGN/PLEK/CD68/HLA-DMA/PYCARD/LYN/TNFAIP2/TKT/CTSZ/CYBB/GRN/COTL1/IFI30/SAT1/GSTP1/CEBPD/SPI1/FTH1/HLA-DRB5/FTL/FCN1/HLA-DRB1/TYROBP/HLA-DRA/LYZ/CST3,Genes positively correlated with memory B cell response at 28d in peripheral blood mononuclear cell in seniors (50-74) after exposure to Fluarix , time point 28D,C7/VAX
HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN,HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN,76,-0.885505396408775,-2.82897559022959,1e-10,6e-10,2.67942583732057e-10,227,tags=87%, list=10%, signal=81%,LILRB3/FGD2/TGFBI/GCA/DUSP1/ZNF385A/C19orf38/ODF3B/LMO2/PRAM1/JUNB/SLC11A1/LILRA5/JAML/YBX3/ALDH2/SLC7A7/CLEC7A/TIMP2/CEBPB/IFNGR2/MARCKS/PLBD1/LRRC25/ALOX5/RAB32/TNFSF13B/CD36/LY86/LRP1/FPR1/CTSH/MPEG1/NCF1/CSF3R/NCF2/CFP/LILRB2/IGSF6/MS4A7/HCK/CPVL/CSTA/TNFAIP2/CD14/MS4A6A/CYBB/CFD/TYMP/IFI30/S100A12/HLA-DQB1/MNDA/VCAN/SPI1/HLA-DQA1/AIF1/SERPINA1/HLA-DRB5/FCN1/HLA-DRB1/HLA-DRA/S100A9/LYZ/CST3/S100A8,Genes down-regulated in natural killer cell 3d vs 0d in adults after exposure to 2011-2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008) , time point 3D. Comment: Down-regulated DE RNA transcripts (down >= 1.5x) shared between both TIV-vaccinated donors,C7/VAX
HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP,HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP,83,-0.802394409496751,-2.58918588374279,1e-10,6e-10,2.67942583732057e-10,259,tags=77%, list=11%, signal=71%,PARP14/PSMB9/LAP3/GLUL/IRF1/BACH1/MT2A/IRF7/TNFSF10/PSME2/GRINA/ATP6V1B2/NCF1B/CTSB/LILRB3/OAS1/GCA/DUSP1/ODF3B/SCIMP/LMO2/NCF1C/CASP1/LILRA5/SNX10/LILRB1/DUSP6/IFNGR2/MARCKS/PLBD1/TNFSF13B/CD36/FPR1/PLEKHO1/CALHM6/RAB31/CARD16/MPEG1/TMEM176B/NCF1/LILRB2/IGSF6/NPC2/HCK/FOS/SRGN/LYN/FGL2/TNFAIP2/CD14/TYMP/IFI30/S100A12/MNDA/VCAN/IFITM3/AIF1/SERPINA1/CTSS/FCER1G/FCN1/S100A9/LYZ/S100A8,Genes up-regulated in peripheral blood mononuclear cell vaccinated with AS03 adjuvant vs phosphate-bufferred saline in adults (19-39) after exposure to inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine , time point 1D , administered i.m.,C7/VAX
KANNAN_BLOOD_2012_2013_TIV_AGE_65PLS_REVACCINATED_IN_6_9_MO_VS_REVACCINATED_IN_12_13_MO_UP,KANNAN_BLOOD_2012_2013_TIV_AGE_65PLS_REVACCINATED_IN_6_9_MO_VS_REVACCINATED_IN_12_13_MO_UP,55,0.722944642024937,2.63166761473835,1e-10,6e-10,2.67942583732057e-10,376,tags=56%, list=16%, signal=48%,NOSIP/C12orf57/TRAT1/RPL3/RPS3/LEPROTL1/EEF1B2/RPS6/ITK/RPL35A/RPS3A/RPL10A/ITM2A/CD28/RPL24/RPL17/RPL18A/RPLP0/RPL6/BCL11B/GPR183/RASGRP1/EIF3E/SNHG6/RPL38/STMN3/CLDND1/DOCK10/SLC7A6/EIF3H/UXT,Genes up-regulated in blood cohort 1 (re-vaccinated in 6-9 months) vs cohort 2 (re-vaccinated in 12-13 months) in adults (65+) after exposure to 2012-2013 seasonal trivalent inactivated influenza vaccine (TIV) , time point N/A. Comment: Cohort 1 (re-vaccinated in 6-9 months) vs Cohort 2 (re-vaccinated in 12-13 months),C7/VAX
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_DN,NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_DN,146,0.526291099123713,2.3045713606369,1e-10,6e-10,2.67942583732057e-10,617,tags=45%, list=27%, signal=35%,CD6/SPOCK2/PIK3IP1/RGCC/RCAN3/DGKA/RPL10/BTG1/GAS5/IL6ST/ACAP1/RHOH/CYLD/HINT1/PDE7A/AAK1/SEMA4D/GPR183/NAP1L4/CYTIP/FAM102A/RORA/TNFRSF25/UBALD2/PABPC1/GATA3/STMN3/SPTAN1/HNRNPA1/DNAJB1/ARMH1/RACK1/PHF1/DDX24/CDKN1B/CLDND1/ITPKB/FUS/ZBTB25/SFI1/PPP2R5C/PDCD4/GOLGA8B/SERINC1/CIRBP/OGT/SORL1/RRP1B/TUT4/PARP8/MPHOSPH8/CHD2/PCBP2/PNISR/SNRK/SBDS/MED10/PHF3/PCNX1/ASXL1/NOP58/KLHDC2/SF3A1/NKTR/SLC2A3,Genes down-regulated in peripheral blood mononuclear cell 3d vs 0d in adults (18-50) after exposure to Fluarix/Fluvirin , time point 3D. Comment: Supplementary Table 1a: All the differentially expressed genes identified in PBMCs of TIV vaccinees.,C7/VAX
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_NEGATIVE,NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_NEGATIVE,134,0.66836336196699,2.85804115752755,1e-10,6e-10,2.67942583732057e-10,539,tags=59%, list=24%, signal=48%,LEF1/NOSIP/CD3D/CAMK4/CD3G/C12orf57/TRAT1/AQP3/PIK3IP1/RGCC/RCAN3/ITK/TC2N/OXNAD1/MALAT1/GAS5/IL6ST/ITM2A/CD28/RPL37/MGAT4A/RHOH/PPP1R2/TRAC/OCIAD2/ITGA6/ARL4C/BCL11B/GPR183/MAML2/LY9/SNRPN/RORA/STK4/THEMIS/STMN3/KCNA3/DNAJB1/ARMH1/SF1/FOXP1/SNHG8/NUCB2/CLDND1/TNIK/ITPKB/FOXO1/STK17A/SFXN1/CDC42SE2/FUS/PIK3R1/SH3YL1/SYNE2/ANKRD12/SLC38A1/ZBTB25/TMEM106B/CNST/URI1/PRKACB/TGFBR2/GOLGA8B/STAT4/TMEM243/EML4/TOMM20/STT3B/TTC3/MPHOSPH8/CHD2/PCBP2/PNISR/RBM38/SNRK/SBDS/DANCR/PTPN4/TPP2,Genes negatively correlated with HAI response at 28d in peripheral blood mononuclear cell in adults (18-50) after exposure to Fluarix/Fluvirin , time point 3D. Comment: Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0).,C7/VAX
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE,NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE,147,-0.709558542436731,-2.42241004134474,1e-10,6e-10,2.67942583732057e-10,377,tags=56%, list=16%, signal=50%,NADK/CKLF/CLTA/ARAP1/CAP1/SULT1A1/SH3BP2/ZYX/CSTB/CTSD/NCF4/SKAP2/LYL1/PIK3AP1/CD300A/ADA2/TCIRG1/GLRX/BTK/PRKCD/C1orf162/ATP6V1B2/NCF1B/C4orf48/LILRB3/CPPED1/FGD2/IQGAP1/GCA/PAK1/NAGK/CAPNS1/PRAM1/ATP6V0D1/NCF1C/LYST/LAT2/CASP1/SLC11A1/JAML/LILRB1/AGTRAP/TPI1/SERPINB1/TIMP2/IFITM2/IFNGR2/PECAM1/CD36/TBXAS1/SERF2/LRP1/PTPN6/POU2F2/PILRA/MPEG1/CX3CR1/ARPC1B/NCF1/SYK/CAPG/CSF3R/PRELID1/APLP2/NCF2/LILRB2/MS4A7/HCK/BRI3/PYCARD/FGL2/TNFAIP2/EFHD2/CFD/TYMP/GRN/S100A11/IFI30/MNDA/IFITM3/LST1/SERPINA1,Genes positively correlated with HAI response at 28d in peripheral blood mononuclear cell in adults (18-50) after exposure to Fluarix/Fluvirin , time point 3D. Comment: Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0).,C7/VAX
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_7DY_NEGATIVE,NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_7DY_NEGATIVE,155,0.527726427684749,2.31951752865425,1e-10,6e-10,2.67942583732057e-10,459,tags=43%, list=20%, signal=37%,LEF1/CAMK4/TRAT1/CD6/SPOCK2/RPS27/RGCC/DGKA/FLT3LG/TRAF3IP3/TESPA1/MALAT1/GAS5/IL6ST/TAGAP/RPL37/CYLD/PPP1R2/HINT1/PDE7A/CD96/PSIP1/ARL4C/BCL11B/LY9/CLEC2D/RORA/TNFRSF25/STK4/PABPC1/THEMIS/GATA3/HNRNPA1/MBNL1/DNAJB1/ARMH1/SF1/FOXP1/DDX24/TMEM63A/EIF4A2/ITPKB/STK17A/FUS/PIK3R1/SRSF5/HELB/URI1/EPC1/LINS1/DYRK2/SLC7A6/CCDC66/STAT5B/CD69/SFI1/PPP2R5C/TGFBR2/GOLGA8B/STAT4/CALM1/UXS1/EML4/SPTBN1/OGT/FGD3,Genes negatively correlated with HAI response at 28d in peripheral blood mononuclear cell in adults (18-50) after exposure to Fluarix/Fluvirin , time point 7D. Comment: Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0).,C7/VAX
