ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,gs_description,results_path
AIZARANI_LIVER_C18_NK_NKT_CELLS_5,AIZARANI_LIVER_C18_NK_NKT_CELLS_5,77,-0.852835244820816,-2.69434814041917,1e-10,5.77049180327869e-10,2.62295081967213e-10,249,tags=75%, list=11%, signal=69%,RNASE6/C1orf162/ATP6V1B2/LILRB3/TGFBI/SCIMP/SLC11A1/LILRB1/SLC7A7/CLEC7A/VIM/TNFRSF1B/PTPRE/CEBPB/ALOX5/CD37/FPR1/PTPN6/POU2F2/RAB31/MPEG1/NCF1/NCF2/LILRB2/IGSF6/MS4A7/NPC2/HCK/PLEK/CPVL/HLA-DMA/ZEB2/LYN/FGL2/TNFAIP2/FGR/CYBB/COTL1/S100A11/SAT1/HLA-DQB1/MNDA/VCAN/FTH1/LST1/AIF1/CTSS/HLA-DPB1/PSAP/FCER1G/HLA-DPA1/FCN1/TYROBP/HLA-DRA/S100A9/LYZ/CST3/S100A8,,C8/
AIZARANI_LIVER_C23_KUPFFER_CELLS_3,AIZARANI_LIVER_C23_KUPFFER_CELLS_3,135,-0.821366601061561,-2.77848293926898,1e-10,5.77049180327869e-10,2.62295081967213e-10,272,tags=69%, list=12%, signal=65%,GRB2/ADA2/PRKCB/CALM2/FKBP1A/PRKCD/RNASEK/C1orf162/ATP6V1B2/VSIR/RHOG/CTSB/LILRB3/CLEC12A/CPPED1/GCA/SLC11A1/ACTB/JAML/SLC7A7/CLEC7A/SERPINB1/VIM/TNFRSF1B/PTPRE/DUSP6/IFNGR2/PLBD1/ALOX5/LTA4H/ALDOA/TNFSF13B/LY86/MYO1F/CD37/FPR1/GNAI2/ATP6V0B/POU2F2/RAB31/PILRA/MPEG1/CSF3R/APLP2/AP1S2/NCF2/TALDO1/CFP/LILRB2/IGSF6/HCK/ITGB2/RNF130/SRGN/PLEK/SH3BGRL3/CPVL/TSPO/OAZ1/S100A10/ZEB2/LYN/FGL2/CSTA/TNFAIP2/TKT/CD14/FGR/EFHD2/CYBB/CFD/TYMP/GRN/COTL1/S100A11/SAT1/S100A12/S100A4/MNDA/VCAN/LGALS1/FTH1/LST1/S100A6/AIF1/CTSS/PSAP/FCER1G/FCN1/TYROBP/S100A9/LYZ/S100A8,,C8/
AIZARANI_LIVER_C25_KUPFFER_CELLS_4,AIZARANI_LIVER_C25_KUPFFER_CELLS_4,95,-0.826941096623545,-2.69348920357106,1e-10,5.77049180327869e-10,2.62295081967213e-10,309,tags=77%, list=13%, signal=69%,ARRB2/THEMIS2/ANXA1/REL/MIS18BP1/PPT1/EVI2B/HERPUD1/ADA2/CIITA/RNASE6/C1orf162/ATP6V1B2/LILRB3/OGFRL1/TGFBI/LGALS9/SLC11A1/ACTB/JAML/LILRB1/CLEC7A/VIM/TNFRSF1B/PTPRE/HLA-DMB/TNFSF13B/FPR1/POU2F2/RAB31/MPEG1/SYK/GPX1/AP1S2/NCF2/LILRB2/IGSF6/MS4A7/NPC2/HCK/ITGB2/SRGN/PLEK/CPVL/HLA-DMA/ZEB2/LYN/FGL2/FGR/CYBB/GRN/COTL1/S100A11/SAT1/HLA-DQB1/MNDA/VCAN/FTH1/HLA-DQA1/LST1/AIF1/HLA-DRB5/CTSS/HLA-DPB1/PSAP/FCER1G/HLA-DPA1/FCN1/HLA-DRB1/TYROBP/HLA-DRA/LYZ/CST3,,C8/
AIZARANI_LIVER_C28_NK_NKT_CELLS_6,AIZARANI_LIVER_C28_NK_NKT_CELLS_6,65,0.67340102487693,2.60078005446993,1e-10,5.77049180327869e-10,2.62295081967213e-10,438,tags=65%, list=19%, signal=54%,IL7R/TCF7/LEF1/SARAF/ETS1/SPOCK2/RPS27/RGCC/LEPROTL1/RPS27A/RCAN3/ITK/RPS29/BTG1/PBXIP1/CD40LG/SATB1/PIM2/PPP1R2/TRAC/PDE7A/TRBC2/BCL11B/CYTIP/FYN/RPL36A/STK4/GATA3/PTPRC/ZC3HAV1/STK17A/CDC42SE2/PIK3R1/SLC38A1/ARHGDIB/GPRIN3/IL2RG/CD69/PPP2R5C/PDCD4/RASSF5/EML4,,C8/
AIZARANI_LIVER_C2_KUPFFER_CELLS_1,AIZARANI_LIVER_C2_KUPFFER_CELLS_1,109,-0.828692900014519,-2.75119854421582,1e-10,5.77049180327869e-10,2.62295081967213e-10,309,tags=77%, list=13%, signal=70%,ARRB2/THEMIS2/ANXA1/REL/MIS18BP1/PPT1/EVI2B/HERPUD1/ADA2/CIITA/RNASE6/C1orf162/ATP6V1B2/VSIR/CTSB/LILRB3/OGFRL1/FGD2/TGFBI/LGALS9/JAML/CLEC7A/VIM/TNFRSF1B/PTPRE/LRRC25/ALOX5/HLA-DMB/TNFSF13B/TBXAS1/LY86/CD37/FPR1/PLEKHO1/CALHM6/POU2F2/RAB31/CTSH/MPEG1/ARPC1B/SYK/GPX1/AP1S2/NCF2/LILRB2/IGSF6/MS4A7/NPC2/ARPC3/HCK/ITGB2/RNF130/SRGN/PLEK/CPVL/HLA-DMA/LYN/FGL2/MS4A6A/FGR/CYBB/GRN/COTL1/S100A11/SAT1/HLA-DQB1/MNDA/LGALS1/FTH1/HLA-DQA1/LST1/AIF1/HLA-DRB5/CTSS/FTL/HLA-DPB1/PSAP/FCER1G/HLA-DPA1/HLA-DRB1/TYROBP/HLA-DRA/LYZ/CST3,,C8/
AIZARANI_LIVER_C3_NK_NKT_CELLS_2,AIZARANI_LIVER_C3_NK_NKT_CELLS_2,131,0.781512256590243,3.40904409540264,1e-10,5.77049180327869e-10,2.62295081967213e-10,270,tags=67%, list=12%, signal=63%,IL7R/TCF7/CD3E/CD3D/IL32/SARAF/ETS1/CAMK4/GIMAP7/LTB/CD3G/PCED1B-AS1/LCK/RPS12/TRAT1/INPP4B/RPS25/CD6/SPOCK2/PIK3IP1/RPS27/RPS3/RPS27A/RPL32/RPS15A/RPL30/RPS18/RPSA/DGKA/RPL13/ITK/TC2N/RPL34/RPS14/RPL10/CD2/RPS29/FYB1/BTG1/RPL35A/PBXIP1/RPS3A/RPL10A/RPL21/CD40LG/TAGAP/RPL19/RPL37/RPL39/SATB1/RHOH/RPL18/RPL17/SLFN5/TRAC/TOMM7/RPL18A/CD96/RPL23A/TRBC2/SIRPG/ARL4C/SEMA4D/BCL11B/RPL28/RPS2/RPS10/SCML4/CLEC2D/CYTIP/RPLP2/FYN/RASGRP1/RORA/STK4/PTPRCAP/IKZF1/THEMIS/GATA3/RPS19/TRBC1/BCL2/TNFAIP8/RPL13A/PTPRC/ZC3HAV1/RPL41/RPLP1,,C8/
AIZARANI_LIVER_C6_KUPFFER_CELLS_2,AIZARANI_LIVER_C6_KUPFFER_CELLS_2,120,-0.853387568179767,-2.85615222506215,1e-10,5.77049180327869e-10,2.62295081967213e-10,314,tags=83%, list=14%, signal=76%,CTSD/ARRB2/THEMIS2/SKAP2/PPT1/EVI2B/UNC93B1/GRB2/ADA2/GRINA/TCIRG1/RNASE6/CTSC/C1orf162/ATP6V1B2/VSIR/RHOG/CTSB/LILRB3/STX7/OAS1/OGFRL1/MTSS1/VAMP8/FGD2/TGFBI/LGALS9/NAGK/SCIMP/SLC11A1/ACTB/SNX10/LILRB1/SLC7A7/CLEC7A/CNPY3/TNFRSF1B/CEBPB/IFNGR2/MARCKS/ASAH1/LRRC25/ALOX5/HLA-DMB/TNFSF13B/TBXAS1/GNAI2/CALHM6/POU2F2/RAB31/PILRA/BLVRB/MPEG1/ARPC1B/FCGRT/GPX1/CFP/LILRB2/IGSF6/MS4A7/NPC2/HCK/ITGB2/PLEK/CPVL/HLA-DMA/ZEB2/PYCARD/LYN/FGL2/TNFAIP2/TKT/CD14/MS4A6A/FGR/CYBB/CFD/TYMP/GRN/CYBA/COTL1/S100A11/SAT1/SPI1/FTH1/HLA-DQA1/LST1/AIF1/CTSS/FTL/HLA-DPB1/PSAP/FCER1G/HLA-DPA1/FCN1/HLA-DRB1/TYROBP/HLA-DRA/LYZ/CST3,,C8/
BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS,BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS,205,0.507112186657952,2.28606384416086,1e-10,5.77049180327869e-10,2.62295081967213e-10,271,tags=36%, list=12%, signal=35%,RPS12/RPL3/RPS25/RPS27/RPS4X/EEF1A1/RPS3/RPS27A/RPL32/RPS15A/RPL30/RPS18/EEF1B2/RPL5/RPS6/NPM1/RPL14/RPL13/RPS5/RPL34/RPS14/EEF1G/RPL10/RPS29/RPL36/GAS5/RPL9/RPL35A/RPS3A/RPL10A/RPL11/RPL19/RPL4/RPS28/RPS23/RPL37/RPL24/RPL39/RPS8/RPL18/HSPA8/RPL22/RPL17/HINT1/RPL18A/RPS16/RPLP0/RPL29/ADD3/RPL6/EIF4B/RPL28/RPS2/RPS15/RPS13/SOD1/RPS7/EEF2/RPLP2/EIF3E/SNHG6/RPL38/RPL7A/PABPC1/RPS19/HNRNPA1/RPL31/RACK1/RPL26/RPL13A/RPL12/RPL41/RPLP1/EIF2S3,,C8/
BUSSLINGER_DUODENAL_STEM_CELLS,BUSSLINGER_DUODENAL_STEM_CELLS,176,0.567682611044373,2.55425565626615,1e-10,5.77049180327869e-10,2.62295081967213e-10,410,tags=51%, list=18%, signal=45%,RPS12/RPL3/RPS25/RPS27/RPS4X/EEF1A1/RPS3/RPS27A/RPL32/RPS15A/RPL30/RPS18/EEF1B2/RPL5/RPS6/NPM1/RPL14/TPT1/RPL13/RPS5/RPL34/RPS14/EEF1G/RPL10/RPS29/RPL36/GAS5/RPL9/RPL35A/RPS3A/RPL10A/RPL11/TMEM123/RPL4/RPS28/RPS23/RPL37/RPL24/RPL39/RPS8/RPL18/HSPA8/RPL22/TOMM7/RPL18A/RPS16/ADD3/ITGA6/RPL6/EIF4B/RPS2/RPS15/RPS13/RPS7/EEF2/EIF3E/SNHG6/RPL38/RPL7A/PABPC1/RPS19/HNRNPA1/RPL31/RACK1/RPL26/RPL13A/ACTN1/RPL12/RPL41/RPLP1/EIF2S3/CDKN1B/SNHG8/BEX3/RPS9/EIF4A2/PIK3R1/SYNE2/RPL37A/COX7C/NSA2/RPL8/ANP32B/EIF3H/HMGN1/RPS20/RPL7/RPL35/EIF3L/BTF3,,C8/
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS,BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS,150,0.523058953583975,2.30879320290953,1e-10,5.77049180327869e-10,2.62295081967213e-10,270,tags=42%, list=12%, signal=40%,RPS12/RPL3/RPS25/RPS4X/EEF1A1/RPS3/RPS27A/RPL32/RPS15A/RPS18/EEF1B2/RPL5/RPS6/NPM1/RPL14/RPL13/RPS5/RPL34/RPS14/EEF1G/RPL10/RPS29/RPL36/RPL9/RPL35A/RPS3A/RPL10A/RPL11/RPL19/RPL4/RPS28/RPS23/RPL37/RPL24/RPL39/RPS8/RPL18/RPL22/RPL17/HINT1/RPL18A/RPS16/RPLP0/RPL29/ADD3/RPL6/RPL28/RPS2/RPS15/RPS13/RPS7/EEF2/RPLP2/RPL38/RPL7A/RPS19/HNRNPA1/RACK1/RPL26/RPL13A/RPL12/RPL41/RPLP1,,C8/
BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS,BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS,120,-0.754314515092209,-2.52457050115295,1e-10,5.77049180327869e-10,2.62295081967213e-10,290,tags=53%, list=13%, signal=49%,PPT1/CRIP1/EVI2B/LCP1/ADA2/GDI2/CFL1/PRKCB/VASP/GLRX/TUBA1B/RHOG/PAK1/JUNB/ACTB/JAML/SYNGR2/VIM/ALOX5/HLA-DMB/CD37/GNAI2/ATP6V0B/TIMP1/LSP1/CTSH/MPEG1/ARPC1B/FCGRT/GPX1/ANXA5/CFP/HCK/ITGB2/FOS/SRGN/PLEK/SH3BGRL3/CPVL/HLA-DMA/LYN/FGL2/MS4A6A/CYBB/COTL1/IFI30/HLA-DQB1/S100A4/SPI1/LGALS1/FTH1/HLA-DQA1/LST1/AIF1/HLA-DRB5/CTSS/FTL/HLA-DPB1/HLA-DPA1/HLA-DRB1/TYROBP/HLA-DRA/CD74/CST3,,C8/
